X GeneID	geneSymbol	chr	strand	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	AS_type	comp	transcript_type	gene_type	Note	Name	Ontology_term	gene_name
gene:Solyc12g019060.2_9263111_9264189_9263111_9263521_9263932_9264189	gene:Solyc12g019060.2	NA	chr12	+	17,24	1,2	23,29	13,11	148	74	0.000215163427753	0.00400246194092739	0.895,0.857	0.469,0.569	0.357	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g017420.2_6828757_6829299_6828757_6829033_6829103_6829299	gene:Solyc12g017420.2	NA	chr12	+	38,39	11,22	13,16	51,40	144	74	3.02378133643e-09	3.22354520383672e-07	0.64,0.477	0.116,0.171	0.415	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g017420.2_6840251_6840879_6840251_6840420_6840524_6840879	gene:Solyc12g017420.2	NA	chr12	+	89,46	91,52	18,23	72,93	148	74	2.67224609107e-09	2.90716280686283e-07	0.328,0.307	0.111,0.11	0.207	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g016220.3_6566661_6567525_6566661_6566808_6566894_6567525	gene:Solyc12g016220.3	NA	chr12	+	10,13	1,0	13,21	3,6	148	74	0.000522307224741	0.00819908059180949	0.833,1.0	0.684,0.636	0.256	RI	HS1.vs.HS0	protein_coding	protein_coding	Disease resistance protein (AHRD V3.3 *-* A0A2U1P003_ARTAN)	Solyc12g016220.3.1	NA	NA
gene:Solyc05g026217.1_42789651_42794101_42789651_42793490_42793871_42794101	gene:Solyc05g026217.1	NA	chr5	+	12,9	23,15	3,4	26,35	148	74	0.000357923829415	0.00609044105885973	0.207,0.231	0.055,0.054	0.165	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr12_NPC00065_15646799_15647455_15646799_15646858_15646942_15647455	Solyc_chr12_NPC00065	NA	chr12	-	10,12	68,51	17,21	16,12	148	74	2.80660484853e-08	2.27138188122649e-06	0.068,0.105	0.347,0.467	-0.321	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr12_NPC00065_15646942_15647455_15646942_15647077_15647225_15647455	Solyc_chr12_NPC00065	NA	chr12	-	77,71	11,4	32,44	0,0	148	74	1.92932137096e-05	0.000567894431048125	0.778,0.899	1.0,1.0	-0.161	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr12_NPC00065_15646942_15647455_15646942_15647154_15647225_15647455	Solyc_chr12_NPC00065	NA	chr12	-	22,19	7,6	4,2	18,20	145	74	4.0770609111e-11	7.2150387923433e-09	0.616,0.618	0.102,0.049	0.541	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr12_NPC00065_15646942_15647455_15646942_15647157_15647225_15647455	Solyc_chr12_NPC00065	NA	chr12	-	17,17	3,3	1,0	4,5	142	74	1.19046751346e-08	1.06400539208066e-06	0.747,0.747	0.115,0.0	0.69	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr12_NPC00065_15646942_15647455_15646942_15647157_15647234_15647455	Solyc_chr12_NPC00065	NA	chr12	-	20,21	9,11	7,5	1,0	148	74	0.000373644798453	0.00632954765471275	0.526,0.488	0.778,1.0	-0.382	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g072270.4_47175925_47178650_47175925_47176690_47178375_47178650	gene:Solyc06g072270.4	NA	chr6	-	7,7	4,2	4,6	0,0	148	74	5.22326763874e-06	0.000194189971246993	0.467,0.636	1.0,1.0	-0.449	RI	HS1.vs.HS0	protein_coding	protein_coding	RING/U-box superfamily protein (AHRD V3.3 *-* A0A1I9LQQ9_ARATH)	Solyc06g072270.4.1	NA	NA
gene:Solyc11g030710.2_26917164_26917716_26917164_26917457_26917591_26917716	gene:Solyc11g030710.2	NA	chr11	+	159,159	23,22	79,92	3,2	148	74	2.53266632693e-05	0.000703975158621538	0.776,0.783	0.929,0.958	-0.164	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g005520.1_309843_313117_309843_311191_312471_313117	gene:Solyc12g005520.1	NA	chr12	+	24,41	9,5	1,2	0,0	148	74	0.000185653158443	0.00353780552108359	0.571,0.804	1.0,1.0	-0.312	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g064550.1_56929455_56930089_56929455_56929659_56930006_56930089	gene:Solyc04g064550.1	NA	chr4	+	62,57	13,10	16,12	11,10	148	74	0.000277458988183	0.00492939768377517	0.705,0.74	0.421,0.375	0.324	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g068430.4_37971440_37973357_37971440_37971539_37973280_37973357	gene:Solyc02g068430.4	NA	chr2	-	69,85	28,25	50,64	1,1	148	74	3.3823610579e-11	6.06653880283483e-09	0.552,0.63	0.962,0.97	-0.375	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g007700.4_1697919_1698599_1697919_1698107_1698457_1698599	gene:Solyc06g007700.4	NA	chr6	-	23,32	15,6	7,3	0,0	148	74	2.2598017706e-05	0.000643406017515234	0.434,0.727	1.0,1.0	-0.419	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:TomatoPan017680_51595145_51595380_51595145_51595213_51595317_51595380	gene:TomatoPan017680	NA	chr2	+	0,1	3,2	23,16	15,8	148	74	0.000137973047903	0.00276623455935433	0.0,0.2	0.434,0.5	-0.367	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc07g051940.4_60975839_60976722_60975839_60976215_60976315_60976722	gene:Solyc07g051940.4	NA	chr7	-	0,0	3,1	3,2	0,1	148	74	4.39806184693e-07	2.38258268830116e-05	0.0,0.0	1.0,0.5	-0.75	RI	HS1.vs.HS0	protein_coding	protein_coding	Sesquiterpene synthase (AHRD V3.3 *** G8H5N2_SOLHA)	Solyc07g051940.4.1	NA	NA
gene:Solyc01g067600.3_70988031_70988332_70988031_70988127_70988281_70988332	gene:Solyc01g067600.3	NA	chr1	+	37,40	19,16	50,29	4,1	148	74	1.60499386781e-06	7.16043062538092e-05	0.493,0.556	0.862,0.935	-0.374	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g066850.3_55877383_55878283_55877383_55877490_55877610_55878283	gene:Solyc11g066850.3	NA	chr11	+	65,41	11,5	24,22	0,0	148	74	8.34236303482e-06	0.000287968825434716	0.747,0.804	1.0,1.0	-0.224	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc10g006700.1_1174821_1175960_1174821_1175058_1175155_1175960	gene:Solyc10g006700.1	NA	chr10	-	37,29	26,18	30,30	7,5	148	74	0.000641524386732	0.00959726395866989	0.416,0.446	0.682,0.75	-0.285	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g090160.3_66113169_66115478_66113169_66113883_66114689_66115478	gene:Solyc09g090160.3	NA	chr9	+	384,285	279,213	95,94	159,182	148	74	8.28671131714e-10	1.03153168634088e-07	0.408,0.401	0.23,0.205	0.187	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g014320.4_12058193_12060979_12058193_12058844_12059053_12060979	gene:Solyc01g014320.4	NA	chr1	+	39,22	6,5	127,82	109,61	148	74	2.81224075305e-06	0.000116097870590532	0.765,0.688	0.368,0.402	0.341	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g042090.1_60178295_60181002_60178295_60179518_60180885_60181002	gene:Solyc12g042090.1	NA	chr12	+	59,70	27,43	10,9	37,34	148	74	1.90945037559e-11	3.59477732056997e-09	0.522,0.449	0.119,0.117	0.368	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g042090.1_60178265_60183927_60178265_60181002_60183752_60183927	gene:Solyc12g042090.1	NA	chr12	+	41,40	26,26	58,58	4,6	148	74	1.87543325314e-09	2.10946507222887e-07	0.441,0.435	0.879,0.829	-0.416	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g042090.1_60180885_60183927_60180885_60181002_60183758_60183927	gene:Solyc12g042090.1	NA	chr12	+	42,44	9,14	59,60	0,1	148	74	1.25587829025e-09	1.46860304910512e-07	0.7,0.611	1.0,0.968	-0.329	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g042090.1_60180885_60184090_60180885_60183927_60184051_60184090	gene:Solyc12g042090.1	NA	chr12	+	64,51	69,68	80,127	13,12	148	74	0	0	0.317,0.273	0.755,0.841	-0.503	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g045310.3_34590739_34591074_34590739_34590869_34591010_34591074	gene:Solyc11g045310.3	NA	chr11	-	48,54	6,13	64,69	3,1	148	74	0.000120838821584	0.00248463711769735	0.8,0.675	0.914,0.972	-0.206	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g096680.1_68745802_68746186_68745802_68745863_68745940_68746186	gene:Solyc12g096680.1	NA	chr12	-	161,135	16,15	23,18	28,23	148	74	0	0	0.834,0.818	0.291,0.281	0.54	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g082380.4_48356267_48358249_48356267_48356634_48357363_48358249	gene:Solyc03g082380.4	NA	chr3	-	148,132	13,13	49,55	0,0	148	74	2.01507114417e-06	8.65535008446483e-05	0.851,0.835	1.0,1.0	-0.157	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g082380.4_48356267_48358249_48356267_48356634_48358107_48358249	gene:Solyc03g082380.4	NA	chr3	-	157,145	8,5	84,68	22,11	148	74	2.30447595251e-06	9.64862999359274e-05	0.908,0.935	0.656,0.756	0.216	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g064950.3_53503554_53504944_53503554_53503826_53503956_53504944	gene:Solyc11g064950.3	NA	chr11	-	131,107	29,12	33,37	0,0	148	74	1.61709830082e-07	1.01002057400628e-05	0.693,0.817	1.0,1.0	-0.245	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g150148.1_52628305_52629000_52628305_52628433_52628846_52629000	gene:Solyc02g150148.1	NA	chr2	+	31,36	7,13	18,10	0,0	148	74	1.388451082e-06	6.38759687550953e-05	0.689,0.581	1.0,1.0	-0.365	RI	HS1.vs.HS0	lncRNA	protein_coding	NA	NA	NA	NA
gene:Solyc11g020190.1_10549531_10550440_10549531_10549714_10550017_10550440	gene:Solyc11g020190.1	NA	chr11	+	80,55	47,41	125,103	12,15	148	74	4.74953409935e-12	1.00060621164481e-09	0.46,0.401	0.839,0.774	-0.376	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g005650.3_439490_442077_439490_440943_441994_442077	gene:Solyc04g005650.3	NA	chr4	-	131,145	20,24	141,92	7,6	148	74	0.000630663872445	0.00947670032139244	0.766,0.751	0.91,0.885	-0.139	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g091840.4_79536519_79537249_79536519_79536627_79536729_79537249	gene:Solyc01g091840.4	NA	chr1	+	13,28	15,16	5,7	17,29	148	74	0.000107660025562	0.00226992484395813	0.302,0.467	0.128,0.108	0.267	RI	HS1.vs.HS0	protein_coding	protein_coding	UDP-galactose/UDP-glucose transporter 2 (AHRD V3.3 *** A0A2G3DE09_CAPCH)	Solyc01g091840.4.1	GO:0055085	NA
gene:Solyc02g085300.4_47940767_47942911_47940767_47942533_47942732_47942911	gene:Solyc02g085300.4	NA	chr2	-	2763,2448	334,324	200,104	6,7	148	74	1.49643924763e-05	0.000462971792871076	0.805,0.791	0.943,0.881	-0.114	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g013080.3_5918569_5919826_5918569_5918676_5919698_5919826	gene:Solyc11g013080.3	NA	chr11	+	74,79	32,40	4,6	9,12	148	74	8.2520108366e-05	0.0018269360104883	0.536,0.497	0.182,0.2	0.325	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g013080.3_5926007_5926499_5926007_5926055_5926434_5926499	gene:Solyc11g013080.3	NA	chr11	+	3,3	9,9	1,5	0,0	148	74	5.58566655151e-08	3.96447910721479e-06	0.143,0.143	1.0,1.0	-0.857	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g005200.3_232008_233267_232008_232385_232748_233267	gene:Solyc06g005200.3	NA	chr6	+	128,116	8,9	29,23	0,0	148	74	0.000210003186435	0.00392296592816121	0.889,0.866	1.0,1.0	-0.123	RI	HS1.vs.HS0	protein_coding	protein_coding	Ribonuclease P protein subunit p30 (AHRD V3.3 *-* A0A1J3CKF4_NOCCA)	Solyc06g005200.3.1	NA	NA
gene:Solyc04g050050.3_45908292_45908794_45908292_45908322_45908541_45908794	gene:Solyc04g050050.3	NA	chr4	-	2,1	8,12	19,10	10,17	148	74	0.000414922331921	0.00684957294828541	0.111,0.04	0.487,0.227	-0.281	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g008740.2_2929441_2930197_2929441_2929692_2929856_2930197	gene:Solyc11g008740.2	NA	chr11	-	58,81	21,14	114,36	0,0	148	74	6.74393874078e-12	1.35619586268186e-09	0.58,0.743	1.0,1.0	-0.339	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g096190.3_81462708_81465208_81462708_81462778_81463677_81465208	gene:Solyc01g096190.3	NA	chr1	+	28,32	7,13	31,24	2,0	148	74	1.98401531161e-05	0.000579380488962458	0.667,0.552	0.886,1.0	-0.334	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc07g053120.4_62052598_62053120_62052598_62052883_62052998_62053120	gene:Solyc07g053120.4	NA	chr7	-	47,29	12,12	64,51	4,1	148	74	6.22912484516e-06	0.000225582699883727	0.662,0.547	0.889,0.962	-0.321	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g068070.2_29789598_29790867_29789598_29789779_29790557_29790867	gene:Solyc12g068070.2	NA	chr12	-	15,17	7,7	6,7	0,0	148	74	3.68107894511e-06	0.000145192036549695	0.517,0.548	1.0,1.0	-0.468	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g081480.3_75099359_75099740_75099359_75099532_75099687_75099740	gene:Solyc01g081480.3	NA	chr1	+	15,16	54,64	137,127	218,248	148	74	0.000410375010603	0.00680412533195293	0.122,0.111	0.239,0.204	-0.105	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g150132.1_46877901_46879286_46877901_46878108_46879215_46879286	gene:Solyc04g150132.1	NA	chr4	-	40,33	3,5	16,30	30,17	148	74	2.19394890966e-06	9.27362640237655e-05	0.87,0.767	0.211,0.469	0.479	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g007360.3_994171_996104_994171_994346_994444_996104	gene:Solyc09g007360.3	NA	chr9	-	88,61	2,2	164,230	27,24	148	74	5.12565812353e-05	0.00125517153956738	0.957,0.938	0.752,0.827	0.158	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g107180.3_89048335_89049337_89048335_89048405_89049201_89049337	gene:Solyc01g107180.3	NA	chr1	+	31,28	72,72	56,30	53,32	148	74	0.000135068882698	0.00271415858532809	0.177,0.163	0.346,0.319	-0.163	RI	HS1.vs.HS0	protein_coding	protein_coding	Phototropic-responsive NPH3 family protein (AHRD V3.3 *** A0A2U1N5P4_ARTAN)	Solyc01g107180.3.1	NA	NA
gene:Solyc10g049790.1_46904293_46906514_46904293_46904536_46905164_46906514	gene:Solyc10g049790.1	NA	chr10	-	2,7	8,12	0,0	3,4	148	74	0.000351581492612	0.00600175609092318	0.111,0.226	0.0,0.0	0.169	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g065490.4_66244223_66244902_66244223_66244461_66244704_66244902	gene:Solyc01g065490.4	NA	chr1	+	48,39	73,75	5,0	34,16	148	74	2.10573547144e-06	8.98661544845254e-05	0.247,0.206	0.068,0.0	0.192	RI	HS1.vs.HS0	protein_coding	protein_coding	NAD(P)-linked oxidoreductase" " aldo/keto reductase family protein (AHRD V3.3 *** A0A1Y1HY98_KLENI)	Solyc01g065490.4.1	NA	NA
gene:Solyc01g081520.3_75127096_75127578_75127096_75127356_75127492_75127578	gene:Solyc01g081520.3	NA	chr1	-	179,130	25,32	241,207	9,6	148	74	1.01985356826e-08	9.33517688602127e-07	0.782,0.67	0.931,0.945	-0.212	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g100690.3_84855539_84856394_84855539_84855572_84855662_84856394	gene:Solyc01g100690.3	NA	chr1	+	88,93	17,6	23,49	14,18	148	74	0.000557544733978	0.0086146827493865	0.721,0.886	0.451,0.576	0.29	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g096090.4_81373530_81375448_81373530_81373594_81375230_81375448	gene:Solyc01g096090.4	NA	chr1	-	137,101	50,25	82,104	9,10	148	74	6.24196202312e-05	0.00146630868941345	0.578,0.669	0.82,0.839	-0.206	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g064750.4_35448988_35449757_35448988_35449340_35449661_35449757	gene:Solyc02g064750.4	NA	chr2	+	51,25	19,12	21,22	2,1	148	74	0.000172618078845	0.00332039630647864	0.573,0.51	0.84,0.917	-0.337	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g064750.4_35450889_35451646_35450889_35451009_35451381_35451646	gene:Solyc02g064750.4	NA	chr2	+	52,48	123,76	21,13	79,99	148	74	2.87087107241e-05	0.00078081221943774	0.174,0.24	0.117,0.062	0.117	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g090640.3_66499082_66499778_66499082_66499150_66499335_66499778	gene:Solyc09g090640.3	NA	chr9	-	28,33	45,41	16,15	73,39	148	74	0.000592326807747	0.00902083483169485	0.237,0.287	0.099,0.161	0.132	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g099380.4_83854510_83855683_83854510_83855118_83855203_83855683	gene:Solyc01g099380.4	NA	chr1	-	16,15	26,18	1,3	20,18	148	74	2.38192952228e-05	0.000669791516619943	0.235,0.294	0.024,0.077	0.214	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g087190.4_76259967_76261672_76259967_76260691_76261080_76261672	gene:Solyc01g087190.4	NA	chr1	-	57,32	17,10	86,66	4,1	148	74	8.20670682522e-08	5.60018078857236e-06	0.626,0.615	0.915,0.971	-0.323	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g123980.4_66720323_66721363_66720323_66720507_66720658_66721363	gene:Solyc03g123980.4	NA	chr3	+	54,50	84,74	23,32	155,176	148	74	7.71707142633e-11	1.28836264787377e-08	0.243,0.253	0.069,0.083	0.172	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g050490.4_47990995_47992362_47990995_47991691_47992215_47992362	gene:Solyc04g050490.4	NA	chr4	-	45,48	100,82	18,21	93,97	148	74	6.70080560767e-05	0.00154537693184709	0.184,0.226	0.088,0.098	0.112	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g098520.3_83202981_83203790_83202981_83203564_83203690_83203790	gene:Solyc01g098520.3	NA	chr1	-	83,69	12,10	79,64	0,3	148	74	2.80776263935e-05	0.000767580424938679	0.776,0.775	1.0,0.914	-0.181	RI	HS1.vs.HS0	lncRNA	protein_coding	NA	NA	NA	NA
gene:Solyc01g098520.3_83204886_83205193_83204886_83205008_83205134_83205193	gene:Solyc01g098520.3	NA	chr1	-	28,34	17,19	47,27	5,5	148	74	0.000103878296667	0.00220595950802041	0.452,0.472	0.825,0.73	-0.316	RI	HS1.vs.HS0	lncRNA	protein_coding	NA	NA	NA	NA
gene:Solyc03g058805.1_23263360_23265344_23263360_23263546_23265242_23265344	gene:Solyc03g058805.1	NA	chr3	+	11,15	9,6	9,6	1,0	148	74	0.000109313772244	0.00229931385437162	0.379,0.556	0.818,1.0	-0.442	RI	HS1.vs.HS0	lncRNA	protein_coding	NA	NA	NA	NA
gene:Solyc03g063140.4_30705470_30707114_30705470_30706018_30706480_30707114	gene:Solyc03g063140.4	NA	chr3	-	2,2	0,0	7,6	2,7	148	74	6.51956707287e-07	3.39337074410459e-05	1.0,1.0	0.636,0.3	0.532	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g073700.3_48092642_48092987_48092642_48092787_48092955_48092987	gene:Solyc06g073700.3	NA	chr6	-	47,40	5,5	24,25	0,0	148	74	6.07149010545e-05	0.00143515320435592	0.825,0.8	1.0,1.0	-0.188	RI	HS1.vs.HS0	protein_coding	protein_coding	U6 snRNA-associated Sm-like protein LSm8 (AHRD V3.3 *** A0A1U8H3F9_CAPAN)	Solyc06g073700.3.1	NA	NA
gene:Solyc06g073700.3_48092642_48093352_48092642_48092987_48093142_48093352	gene:Solyc06g073700.3	NA	chr6	-	15,14	7,7	11,11	0,1	148	74	3.09323340367e-05	0.000834450007118091	0.517,0.5	1.0,0.846	-0.415	RI	HS1.vs.HS0	protein_coding	protein_coding	U6 snRNA-associated Sm-like protein LSm8 (AHRD V3.3 *** A0A1U8H3F9_CAPAN)	Solyc06g073700.3.1	NA	NA
Solyc_chr9_NPC00135_44235768_44236483_44235768_44236148_44236288_44236483	Solyc_chr9_NPC00135	NA	chr9	-	115,76	36,31	163,167	11,1	148	74	9.30366894636e-14	2.46965892181126e-11	0.615,0.551	0.881,0.988	-0.352	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr9_NPC00135_44235768_44236483_44235768_44236148_44236378_44236483	Solyc_chr9_NPC00135	NA	chr9	-	146,118	5,0	146,174	17,16	148	74	1.02133485261e-05	0.000340594644001664	0.936,1.0	0.811,0.845	0.14	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr9_NPC00135_44240120_44240652_44240120_44240162_44240380_44240652	Solyc_chr9_NPC00135	NA	chr9	-	17,12	14,19	3,1	11,25	148	74	2.26143459914e-05	0.000643406017515234	0.378,0.24	0.12,0.02	0.239	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g077560.3_42068457_42070361_42068457_42069636_42069960_42070361	gene:Solyc02g077560.3	NA	chr2	+	39,30	76,43	24,25	99,121	148	74	5.49974326856e-05	0.00133081754844052	0.204,0.259	0.108,0.094	0.13	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g060130.4_40703826_40704233_40703826_40703965_40704038_40704233	gene:Solyc06g060130.4	NA	chr6	+	71,88	89,106	65,70	40,26	147	74	0.00010600194557	0.00224387691001248	0.287,0.295	0.45,0.575	-0.221	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g079510.3_72977284_72979312_72977284_72978008_72978896_72979312	gene:Solyc01g079510.3	NA	chr1	+	10,9	6,7	1,1	8,10	148	74	9.97505597722e-06	0.000335174507487728	0.455,0.391	0.059,0.048	0.37	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g083530.3_51491172_51492317_51491172_51491228_51491549_51492317	gene:Solyc06g083530.3	NA	chr6	+	108,61	7,5	55,57	10,19	148	74	0.000558884955521	0.00862534950250288	0.885,0.859	0.733,0.6	0.206	RI	HS1.vs.HS0	protein_coding	protein_coding	Vesicle-associated membrane protein (AHRD V3.3 *** A0A1U8H291_CAPAN)	Solyc06g083530.3.1	NA	NA
gene:Solyc04g076940.3_61664267_61665616_61664267_61664506_61664607_61665616	gene:Solyc04g076940.3	NA	chr4	+	29,28	7,1	42,43	0,0	148	74	5.35437089516e-05	0.00130066162657017	0.674,0.933	1.0,1.0	-0.196	RI	HS1.vs.HS0	protein_coding	protein_coding	Unknown protein	Solyc04g076940.3.1	NA	NA
gene:Solyc10g085930.3_65719424_65720966_65719424_65720090_65720768_65720966	gene:Solyc10g085930.3	NA	chr10	-	17,14	4,3	11,26	1,0	148	74	0.000452504675336	0.00732437162169952	0.68,0.7	0.846,1.0	-0.233	RI	HS1.vs.HS0	protein_coding	protein_coding	YCF20-like protein (DUF565) (AHRD V3.3 *** AT3G56830.8)	Solyc10g085930.3.1	NA	NA
gene:Solyc09g011030.3_4426773_4428720_4426773_4427711_4428669_4428720	gene:Solyc09g011030.3	NA	chr9	-	346,338	201,179	6,2	0,0	148	74	8.70137803666e-06	0.000298421291967881	0.463,0.486	1.0,1.0	-0.525	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g011030.3_4426773_4428720_4426773_4427866_4428669_4428720	gene:Solyc09g011030.3	NA	chr9	-	195,168	188,173	6,1	0,0	148	74	2.83865022643e-06	0.000117006165000907	0.342,0.327	1.0,1.0	-0.665	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g090720.3_78501761_78503085_78501761_78501805_78502468_78503085	gene:Solyc01g090720.3	NA	chr1	+	76,63	4,5	71,86	13,27	148	74	0.000183166611132	0.00350047350071918	0.905,0.863	0.732,0.614	0.211	RI	HS1.vs.HS0	protein_coding	protein_coding	P53/DNA damage-regulated protein (AHRD V3.3 *** AT3G15351.5)	Solyc01g090720.3.1	NA	NA
gene:Solyc12g010520.3_3528543_3530485_3528543_3529990_3530084_3530485	gene:Solyc12g010520.3	NA	chr12	+	177,108	195,127	45,35	140,142	148	74	9.43510825024e-11	1.55562079815292e-08	0.312,0.298	0.138,0.11	0.181	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g111890.3_92349859_92354034_92349859_92351661_92353832_92354034	gene:Solyc01g111890.3	NA	chr1	-	6,11	9,8	3,5	0,0	148	74	1.03882717395e-06	4.95965239793215e-05	0.25,0.407	1.0,1.0	-0.671	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g011560.3_8408148_8409388_8408148_8408374_8409045_8409388	gene:Solyc06g011560.3	NA	chr6	+	78,40	34,27	49,34	54,67	148	74	0.000157460004002	0.00308663225138662	0.534,0.426	0.312,0.202	0.223	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g010950.2_4007481_4008669_4007481_4007573_4008014_4008669	gene:Solyc11g010950.2	NA	chr11	+	6,4	28,9	1,0	23,13	148	74	0.000500192376904	0.00793640564549712	0.097,0.182	0.021,0.0	0.129	RI	HS1.vs.HS0	protein_coding	protein_coding	Elongator complex protein 4 (AHRD V3.3 *** A0A1U8EZY2_CAPAN)	Solyc11g010950.2.1	GO:0002098" "GO:0033588	NA
